1,1,50,191,61,141,1,-5,11.913000
1,2,175,200,48,104,1,-4,14.355000
1,3,218,210,29,79,1,-5,16.531000
1,4,252,185,46,127,1,-3,13.904000
1,5,289,187,44,125,1,-3,14.015000
2,1,46,189,61,147,1,-4,11.779000
2,2,173,192,37,113,1,-4,14.246000
2,3,220,216,23,70,1,-5,17.054001
2,4,257,183,41,126,1,-3,14.216000
2,5,291,183,53,128,1,-3,14.165000
3,1,35,188,74,151,1,-4,11.685000
3,2,168,196,44,107,1,-4,14.414000
3,3,218,214,27,72,1,-5,16.933001
3,4,259,181,39,128,1,-3,14.213000
3,5,291,186,46,128,1,-3,13.908000
4,1,31,181,63,160,1,-4,11.644000
4,2,160,190,55,117,1,-4,14.064000
4,3,216,214,29,74,1,-5,16.559000
4,4,254,181,49,130,1,-3,14.077000
4,5,293,183,46,126,1,-3,14.369000
5,1,18,186,74,160,1,-4,11.525000
5,2,162,188,46,121,1,-4,13.964000
5,3,216,211,29,77,1,-5,16.643000
5,4,257,186,50,125,1,-3,14.184000
5,5,295,186,51,130,1,-2,13.913000
6,1,16,183,72,163,1,-4,11.620000
6,2,160,190,48,121,1,-4,13.915000
6,3,211,209,32,79,1,-5,16.754000
6,4,259,179,48,132,1,-3,14.293000
6,5,297,190,47,124,1,-3,14.167000
7,1,9,181,70,173,1,-4,11.476000
7,2,153,188,49,126,1,-4,13.828000
7,3,216,209,27,79,1,-5,17.023001
7,4,263,183,44,133,1,-3,14.068000
7,5,302,192,48,122,1,-2,14.342000
8,1,5,179,61,175,1,-4,11.516000
8,2,147,190,59,128,1,-4,13.589000
8,3,209,211,34,79,1,-5,16.658001
8,4,259,183,55,131,1,-3,14.276000
8,5,300,190,50,124,1,-3,14.394000
9,1,3,179,57,178,1,-4,11.526000
9,2,147,192,55,124,1,-4,13.843000
9,3,209,211,31,79,1,-5,16.830000
9,4,261,188,50,126,1,-3,14.412000
9,5,302,190,48,124,1,-3,14.537000
10,1,1,173,61,190,1,-4,11.449000
10,2,140,188,53,130,1,-4,13.709000
10,3,209,211,34,79,1,-5,16.781000
