4,-1,971.0,304.0,30.8,69.9,2.253400
5,-1,744.0,162.0,28.3,64.3,8.713400
8,-1,4.0,199.0,33.9,76.9,5.239300
9,-1,17.0,99.0,40.0,90.7,13.437000
12,-1,710.0,148.0,30.8,69.9,12.326000
16,-1,801.0,171.0,28.3,64.3,76.165001
16,-1,831.0,171.0,28.3,64.3,51.771000
17,-1,844.0,175.0,28.3,64.3,47.844002
17,-1,724.0,142.0,40.0,90.7,13.212000
18,-1,824.0,171.0,30.8,69.9,90.811996
18,-1,857.0,179.0,28.3,64.3,52.636002
18,-1,730.0,143.0,36.9,83.7,16.527000
19,-1,838.0,171.0,30.8,69.9,68.124001
19,-1,871.0,176.0,30.8,69.9,31.077000
20,-1,852.0,176.0,30.8,69.9,88.247002
20,-1,886.0,167.0,33.9,76.9,71.500000
20,-1,843.0,181.0,30.8,69.9,29.225000
20,-1,737.0,135.0,43.6,99.0,7.063500
21,-1,859.0,154.0,40.0,90.7,74.036003
21,-1,901.0,167.0,33.9,76.9,60.355000
22,-1,923.0,160.0,36.9,83.7,59.391998
22,-1,878.0,161.0,40.0,90.7,49.514000
22,-1,748.0,126.0,47.8,108.4,25.275000
23,-1,902.0,154.0,40.0,90.7,73.567001
23,-1,946.0,171.0,36.9,83.7,47.181999
23,-1,890.0,161.0,40.0,90.7,32.682999
23,-1,748.0,133.0,47.8,108.4,4.549000
24,-1,918.0,168.0,43.6,99.0,49.946999
24,-1,961.0,161.0,51.8,117.5,29.298000
24,-1,766.0,184.0,28.3,64.3,18.042000
24,-1,788.0,175.0,28.3,64.3,0.623500
25,-1,946.0,163.0,47.8,108.4,50.745998
25,-1,998.0,170.0,47.8,108.4,44.813999
26,-1,969.0,161.0,51.8,117.5,56.941002
26,-1,1033.0,169.0,51.8,117.5,32.389000
27,-1,1004.0,158.0,56.8,128.9,52.873001
27,-1,1065.0,167.0,56.8,128.9,46.144001
28,-1,1114.0,158.0,67.8,153.9,55.382999
