1,1,399,182,121,229,1,-1,-1.000000
1,2,282,201,92,184,1,-1,-1.000000
1,3,63,153,82,288,1,-1,-1.000000
1,4,192,206,62,137,1,-1,-1.000000
1,5,125,209,74,157,1,-1,-1.000000
1,6,162,208,55,145,1,-1,-1.000000
2,1,399,181,139,235,1,-1,-1.000000
2,2,269,202,87,182,1,-1,-1.000000
2,3,71,151,100,284,1,-1,-1.000000
2,4,200,206,55,137,1,-1,-1.000000
2,5,127,210,77,157,1,-1,-1.000000
2,6,157,206,71,143,1,-1,-1.000000
3,1,419,182,106,227,1,-1,-1.000000
3,2,271,196,76,190,1,-1,-1.000000
3,3,70,155,111,286,1,-1,-1.000000
3,4,209,204,47,139,1,-1,-1.000000
3,5,136,206,64,160,1,-1,-1.000000
3,6,162,204,71,142,1,-1,-1.000000
4,1,428,181,111,237,1,-1,-1.000000
4,2,262,196,76,185,1,-1,-1.000000
4,3,80,160,106,280,1,-1,-1.000000
4,4,218,206,41,138,1,-1,-1.000000
4,5,131,208,75,154,1,-1,-1.000000
4,6,164,212,73,131,1,-1,-1.000000
5,1,439,179,95,238,1,-1,-1.000000
5,2,264,197,66,187,1,-1,-1.000000
5,3,84,165,104,267,1,-1,-1.000000
5,4,227,208,39,139,1,-1,-1.000000
5,5,136,208,74,153,1,-1,-1.000000
5,6,180,211,53,139,1,-1,-1.000000
6,1,454,179,87,238,1,-1,-1.000000
6,2,251,194,68,187,1,-1,-1.000000
6,3,89,164,115,270,1,-1,-1.000000
6,4,228,208,47,136,1,-1,-1.000000
6,5,141,209,73,153,1,-1,-1.000000
6,6,183,214,53,136,1,-1,-1.000000
7,1,453,177,81,239,1,-1,-1.000000
7,2,245,190,69,196,1,-1,-1.000000
7,3,103,165,110,272,1,-1,-1.000000
7,4,234,208,48,135,1,-1,-1.000000
7,5,146,209,73,153,1,-1,-1.000000
7,6,184,211,56,145,1,-1,-1.000000
8,1,471,178,76,241,1,-1,-1.000000
8,2,236,188,70,197,1,-1,-1.000000
8,3,117,165,101,276,1,-1,-1.000000
8,4,239,208,49,135,1,-1,-1.000000
8,5,151,209,72,153,1,-1,-1.000000
8,6,190,211,55,144,1,-1,-1.000000
9,1,464,173,101,244,1,-1,-1.000000
9,2,232,190,74,195,1,-1,-1.000000
9,3,125,158,113,283,1,-1,-1.000000
9,4,245,209,50,134,1,-1,-1.000000
9,5,156,209,71,153,1,-1,-1.000000
9,6,193,214,56,138,1,-1,-1.000000
10,1,479,168,81,251,1,-1,-1.000000
