1,-1,1689.0,385.0,146.6,332.7,67.567001
1,-1,1303.0,503.0,61.5,139.6,29.438999
1,-1,1258.0,569.0,40.1,91.0,19.601000
1,-1,31.0,525.0,113.4,257.3,17.013000
1,-1,1800.0,483.0,94.7,214.8,11.949000
2,-1,1689.0,385.0,146.6,332.7,66.724998
2,-1,1312.0,503.0,61.5,139.6,36.613998
2,-1,1744.0,476.0,123.4,280.1,16.976000
2,-1,1254.0,537.0,52.0,118.0,15.979000
2,-1,55.0,542.0,94.7,214.8,9.332600
2,-1,1641.0,494.0,40.1,91.0,6.063800
3,-1,1742.0,513.0,94.7,214.8,64.803001
3,-1,1664.0,418.0,135.4,307.3,31.198000
3,-1,1312.0,503.0,61.5,139.6,30.007000
3,-1,1776.0,473.0,113.4,257.3,14.299000
3,-1,1234.0,415.0,103.2,234.1,12.991000
3,-1,107.0,494.0,103.2,234.1,11.712000
3,-1,51.0,555.0,87.8,199.3,3.731900
4,-1,1668.0,371.0,159.8,362.7,53.869999
4,-1,1759.0,473.0,113.4,257.3,34.214001
4,-1,1852.0,505.0,30.9,70.1,24.792999
4,-1,1305.0,500.0,67.5,153.1,21.299000
4,-1,107.0,494.0,103.2,234.1,15.325000
4,-1,58.0,566.0,79.9,181.4,3.316000
5,-1,1692.0,371.0,159.8,362.7,52.074001
5,-1,1848.0,505.0,30.9,70.1,36.828999
5,-1,1318.0,537.0,52.0,118.0,25.687000
5,-1,1643.0,396.0,159.8,362.7,11.573000
6,-1,1666.0,385.0,146.6,332.7,52.587002
6,-1,1849.0,510.0,28.3,64.2,35.022999
6,-1,1333.0,498.0,56.7,128.6,30.194000
6,-1,1318.0,537.0,52.0,118.0,30.132000
6,-1,1741.0,473.0,113.4,257.3,29.672001
6,-1,107.0,494.0,103.2,234.1,20.212000
7,-1,1668.0,371.0,159.8,362.7,49.716000
7,-1,1849.0,510.0,28.3,64.2,35.359001
7,-1,1316.0,489.0,67.5,153.1,28.889999
7,-1,1351.0,506.0,56.7,128.6,10.428000
7,-1,159.0,550.0,40.1,91.0,7.916500
7,-1,1263.0,545.0,47.8,108.5,4.723500
8,-1,1668.0,371.0,159.8,362.7,50.689999
8,-1,1322.0,494.0,61.5,139.6,38.786999
8,-1,1848.0,505.0,30.9,70.1,24.903999
8,-1,123.0,494.0,103.2,234.1,15.789000
8,-1,257.0,455.0,113.4,257.3,10.617000
9,-1,1666.0,385.0,146.6,332.7,59.030998
9,-1,1326.0,489.0,67.5,153.1,41.687000
9,-1,1848.0,505.0,30.9,70.1,30.606001
9,-1,1727.0,418.0,135.4,307.3,25.474001
9,-1,142.0,521.0,52.0,118.0,17.684999
9,-1,1274.0,551.0,43.6,99.0,14.674000
9,-1,266.0,463.0,103.2,234.1,13.241000
10,-1,1689.0,385.0,146.6,332.7,64.394997
10,-1,1326.0,500.0,67.5,153.1,44.719002
10,-1,146.0,515.0,56.7,128.6,17.341000
10,-1,266.0,463.0,103.2,234.1,16.724001
10,-1,1278.0,545.0,47.8,108.5,11.888000
10,-1,1849.0,510.0,28.3,64.2,8.141600
11,-1,1689.0,385.0,146.6,332.7,58.138000
11,-1,1326.0,500.0,67.5,153.1,38.028000
11,-1,266.0,463.0,103.2,234.1,13.404000
11,-1,1278.0,545.0,47.8,108.5,10.318000
11,-1,171.0,481.0,26.0,59.0,6.300000
11,-1,1844.0,367.0,94.7,214.8,3.710200
12,-1,1689.0,408.0,146.6,332.7,51.907001
12,-1,1326.0,490.0,73.9,167.6,39.416000
12,-1,-8.0,290.0,207.4,470.7,13.350000
12,-1,1837.0,351.0,103.2,234.1,8.353900
12,-1,1619.0,396.0,159.8,362.7,0.284140
13,-1,1689.0,385.0,146.6,332.7,54.748001
13,-1,1326.0,490.0,73.9,167.6,35.028000
13,-1,1643.0,408.0,146.6,332.7,28.729000
13,-1,151.0,501.0,28.3,64.2,15.713000
13,-1,1286.0,545.0,47.8,108.5,12.469000
13,-1,1867.0,391.0,30.9,70.1,4.438900
14,-1,1668.0,371.0,159.8,362.7,53.077999
14,-1,1326.0,490.0,73.9,167.6,34.284000
14,-1,1717.0,396.0,159.8,362.7,23.698999
14,-1,-52.0,254.0,270.8,614.6,17.787001
14,-1,1619.0,396.0,159.8,362.7,15.437000
14,-1,1867.0,391.0,30.9,70.1,7.069700
15,-1,1668.0,371.0,159.8,362.7,56.775002
15,-1,1825.0,535.0,33.7,76.6,40.166000
15,-1,1336.0,500.0,67.5,153.1,36.202999
15,-1,-52.0,254.0,270.8,614.6,25.027000
15,-1,1619.0,396.0,159.8,362.7,7.165600
15,-1,1867.0,393.0,26.0,59.0,4.806700
16,-1,1668.0,371.0,159.8,362.7,58.304001
16,-1,1834.0,532.0,36.7,83.3,49.653000
16,-1,1336.0,500.0,67.5,153.1,44.973000
16,-1,-52.0,254.0,270.8,614.6,39.897999
16,-1,1619.0,396.0,159.8,362.7,10.224000
16,-1,1320.0,462.0,30.9,70.1,1.339400
17,-1,1666.0,385.0,146.6,332.7,65.522003
17,-1,1336.0,500.0,67.5,153.1,46.264999
17,-1,1711.0,408.0,146.6,332.7,38.159000
