1,1,212,204,20,57,0,-3,16.340000
1,2,223,181,36,104,1,-1,9.021200
1,3,293,151,61,174,1,0,5.193600
1,4,452,208,27,68,1,3,11.280000
1,5,255,219,13,30,0,-3,28.283001
1,6,280,219,11,30,0,-1,28.653000
2,1,212,204,20,57,0,-3,16.056000
2,2,223,181,36,104,1,-1,8.937300
2,3,293,151,61,174,1,0,5.167800
2,4,452,208,27,68,1,3,11.158000
2,5,255,219,13,30,0,-3,27.452000
2,6,280,219,11,30,0,-1,27.811001
3,1,212,204,20,57,0,-3,16.271999
3,2,223,179,38,108,1,-1,8.705700
3,3,293,151,64,180,1,0,4.907100
3,4,452,210,25,66,1,3,11.379000
3,5,257,221,11,28,0,-3,28.153999
3,6,282,217,11,32,0,-1,28.612000
4,1,210,206,24,57,0,-3,15.649000
4,2,221,179,38,108,1,-1,8.843700
4,3,295,149,66,182,1,0,4.966300
4,4,450,212,27,66,1,3,11.133000
4,5,257,219,13,32,0,-2,26.410999
4,6,282,221,11,28,0,-1,30.191000
5,1,217,210,17,53,0,-3,17.202999
5,2,221,183,40,106,1,-1,8.987100
5,3,299,147,66,188,1,0,4.931300
5,4,448,212,29,66,1,3,11.902000
5,5,257,223,11,26,0,-3,35.540001
5,6,282,223,11,28,0,-1,31.600000
6,2,219,181,40,112,1,-1,8.738000
6,3,304,140,65,195,1,0,5.083200
6,4,450,210,27,70,1,3,11.920000
6,5,259,223,13,32,0,-3,27.892000
6,6,280,223,13,28,0,-2,36.848999
6,7,295,219,17,34,0,-1,32.379002
7,2,217,178,42,118,1,-1,8.380800
7,3,304,139,70,202,1,0,4.853500
7,4,448,211,29,70,1,3,11.816000
7,5,259,222,13,32,0,-3,30.256001
7,6,282,220,15,32,0,-2,35.256001
7,7,295,218,17,36,0,-1,31.113001
8,2,217,182,40,112,1,-1,8.717500
8,3,306,137,80,208,1,0,4.710500
8,4,448,216,29,65,1,3,11.937000
8,5,259,224,13,32,0,-2,27.202999
8,6,285,222,10,28,0,-2,41.992001
8,7,297,220,17,36,0,0,27.987000
9,2,217,181,42,116,1,-1,8.464200
9,3,312,135,93,216,1,0,4.562000
9,4,450,214,25,69,1,3,11.642000
9,5,261,223,11,32,0,-3,30.354000
9,6,287,219,10,36,0,-1,30.950001
9,7,297,217,17,38,0,0,31.267000
10,2,215,179,46,120,1,-1,8.600800
10,3,312,138,98,223,1,0,4.349600
10,4,450,212,29,70,1,3,12.613000
10,5,261,229,13,30,0,-3,27.705000
10,6,285,223,12,30,0,-2,42.768002
10,7,301,219,13,40,0,0,28.372999
10,8,308,221,15,36,0,0,32.228001
11,2,216,179,44,125,1,-1,7.952400
11,3,321,136,89,233,1,0,4.142600
11,4,451,215,27,67,1,3,12.557000
11,5,263,227,11,32,0,-3,27.190001
11,6,289,225,10,32,0,-1,31.058001
11,7,304,221,12,38,0,0,27.846001
12,2,221,178,43,128,1,-1,7.852900
12,3,333,131,85,240,1,0,4.157900
12,4,456,216,28,69,1,3,11.811000
12,5,264,226,13,35,0,-2,25.228001
12,7,301,223,17,39,0,0,24.424999
13,2,225,180,37,131,1,-1,7.357500
13,3,350,122,73,251,1,0,4.154900
13,4,461,217,26,68,1,3,11.738000
13,5,265,226,14,35,0,-2,24.951000
13,7,307,226,15,38,0,0,22.030001
13,9,333,227,14,37,0,0,22.194000
14,2,219,176,47,136,1,-1,7.184200
14,3,356,113,85,264,1,0,4.071200
14,4,459,216,27,68,1,3,11.785000
14,5,266,226,13,34,0,-2,24.558001
14,7,307,225,17,37,0,0,22.775000
14,9,334,227,17,35,0,0,23.002001
15,2,222,175,43,137,1,-1,7.486400
15,3,358,111,94,277,1,0,3.934100
15,4,458,219,29,68,1,3,11.688000
15,5,267,228,12,33,0,-2,26.371000
15,7,309,226,15,39,0,0,22.222000
15,9,335,229,16,35,0,0,23.461000
16,2,222,177,46,135,1,-1,7.403300
16,3,373,105,90,288,1,0,3.867400
16,4,458,220,29,65,1,3,11.875000
16,5,267,228,14,33,0,-2,24.273001
16,7,310,225,17,40,0,0,20.777000
16,9,335,228,17,36,0,0,21.844000
17,2,220,172,46,141,1,-1,7.281500
17,3,378,102,98,305,1,0,3.640500
17,4,462,219,24,66,1,3,11.625000
17,5,267,231,12,29,0,-2,24.216999
17,7,312,223,15,41,0,0,20.732000
17,9,337,226,15,36,0,0,22.714001
18,2,219,173,48,143,1,-1,7.101100
18,3,393,94,95,329,1,0,3.473400
18,5,267,228,12,32,0,-2,23.922001
18,7,313,222,17,40,0,0,22.267000
18,9,338,227,16,35,0,0,22.427000
19,2,217,171,50,149,1,-1,6.811900
19,3,402,86,104,348,1,0,3.369800
19,5,270,227,11,32,0,-2,24.497000
19,7,313,223,19,41,0,0,20.143000
19,9,340,226,14,38,0,0,20.267000
20,2,215,170,49,148,1,-1,6.971400
20,3,411,73,109,363,1,0,3.389900
20,5,271,222,11,37,0,-2,24.033001
20,7,317,222,16,40,0,0,21.481001
20,9,340,226,14,36,0,0,21.620001
21,2,215,169,49,154,1,-1,6.724500
21,3,434,59,108,386,1,0,3.363400
21,5,271,223,13,36,0,-2,24.438999
21,7,316,223,18,38,0,0,22.742001
21,9,341,225,16,37,0,0,21.969999
22,2,208,163,57,164,1,-1,6.552700
22,3,455,47,122,403,1,0,3.384200
22,5,268,222,14,38,0,-2,23.305000
22,7,315,221,19,43,0,0,20.136999
22,9,341,223,15,41,0,0,20.247999
23,2,201,160,60,166,1,-1,6.584800
23,3,466,26,158,432,1,0,3.338300
23,5,267,226,12,34,0,-2,21.938999
23,7,316,219,18,42,0,0,21.395000
23,9,343,225,12,37,0,0,20.705999
24,2,197,152,60,175,1,-1,6.525200
24,3,476,23,163,446,1,0,3.293600
24,5,267,225,13,32,0,-2,23.695000
24,7,316,220,18,42,0,0,19.753000
24,9,338,223,18,41,0,0,18.540001
25,2,190,149,66,185,1,-1,6.275100
25,3,483,18,156,454,1,0,3.378900
25,5,269,226,13,33,0,-2,22.245001
25,7,316,217,20,47,0,0,18.792000
25,9,338,223,17,41,0,0,18.878000
25,10,459,214,31,67,1,2,12.344000
26,2,192,152,60,191,1,-1,5.918300
26,5,267,226,14,33,0,-2,21.667999
26,7,318,219,19,43,0,0,19.694000
26,9,340,220,17,41,0,0,20.504999
26,10,462,212,30,70,1,2,12.006000
27,2,186,149,65,197,1,-1,5.863800
27,5,267,226,13,34,0,-2,20.243999
27,7,318,219,17,43,0,0,19.211000
27,9,341,225,16,37,0,0,19.327999
27,10,464,215,24,68,1,2,11.745000
28,2,180,143,71,208,1,-1,5.786600
28,5,265,221,15,38,0,-2,21.895000
28,7,318,221,17,43,0,0,18.691000
28,9,341,221,14,43,0,0,18.796000
28,10,461,215,29,67,1,2,12.273000
29,2,172,139,76,216,1,-1,5.692600
29,5,268,222,12,35,0,-2,22.454000
29,7,318,217,18,45,0,0,19.080000
29,9,338,220,17,42,0,0,19.171000
29,10,464,214,26,68,1,2,12.011000
30,2,160,127,85,233,1,-1,5.619200
30,5,264,220,17,39,0,-2,19.632000
30,7,319,219,19,45,0,0,17.152000
30,9,341,221,16,43,0,0,17.239000
30,10,465,212,28,70,1,2,11.820000
31,2,161,122,84,238,1,-1,5.666500
31,5,267,221,14,38,0,-2,19.621000
31,7,320,216,18,45,0,0,18.750000
31,9,342,221,17,41,0,0,18.302000
31,10,466,214,24,67,1,2,12.092000
32,2,156,115,85,248,1,-1,5.631400
32,5,267,221,14,36,0,-2,20.224001
32,7,319,217,18,47,0,0,16.716999
32,9,340,219,17,43,0,0,17.768000
32,10,466,211,26,70,1,2,11.966000
33,2,146,114,87,265,1,-1,5.387100
33,5,265,221,15,36,0,-2,21.143999
33,7,320,217,17,45,0,0,18.353001
33,9,341,220,16,44,0,0,17.440001
33,10,464,211,29,70,1,2,12.292000
34,2,134,110,92,279,1,-1,5.258000
34,5,265,223,14,36,0,-2,19.695000
34,7,321,217,17,47,0,0,17.340000
34,9,342,221,16,44,0,0,16.981001
34,10,469,214,24,67,1,2,12.360000
35,2,118,102,107,304,1,-1,5.021200
35,5,265,221,15,38,0,-2,19.955999
35,7,324,216,14,48,0,0,17.554001
35,9,342,219,17,45,0,0,17.650999
35,10,467,211,27,72,1,2,12.074000
36,2,113,92,106,325,1,-1,4.970800
36,5,265,222,15,38,0,-2,19.723000
36,7,321,217,17,48,0,0,17.424000
36,9,340,221,20,45,0,0,17.077000
36,10,467,216,30,68,1,2,12.110000
36,11,200,201,30,80,1,-2,12.122000
36,12,231,215,17,47,0,-3,18.334000
37,2,97,74,108,351,1,-1,4.972000
37,5,265,220,15,40,0,-2,20.278999
37,7,318,217,20,48,0,0,17.862000
37,9,341,219,19,46,0,0,17.985001
37,10,469,211,28,71,1,2,12.781000
37,11,197,197,29,84,1,-2,12.358000
37,12,233,215,15,47,0,-3,18.827999
38,2,76,58,122,372,1,-1,4.980400
38,5,267,220,12,40,0,-2,20.362000
38,7,321,216,17,48,0,0,18.441999
38,9,342,221,21,44,0,0,18.066999
38,10,469,212,28,71,1,2,12.640000
38,11,197,198,32,85,1,-2,12.064000
38,12,230,216,17,46,0,-3,18.896999
39,2,51,43,145,402,1,-1,4.899500
39,5,264,221,16,39,0,-2,20.726000
39,7,319,216,21,49,0,0,18.259001
39,9,342,220,18,46,0,0,17.893999
39,10,467,210,30,72,1,2,13.060000
39,11,194,197,35,84,1,-2,12.618000
39,12,231,216,17,46,0,-3,19.224001
40,2,27,30,151,450,1,-1,4.671200
40,5,263,222,15,37,0,-2,21.514999
40,7,320,214,18,51,0,0,18.379999
40,9,342,219,18,47,0,0,18.023001
40,10,470,211,22,70,1,2,13.418000
40,11,190,197,34,84,1,-2,12.697000
40,12,230,214,17,46,0,-3,20.524000
41,2,4,9,159,471,1,-1,4.758800
41,5,264,221,15,40,0,-2,19.732000
41,7,319,210,22,55,0,0,18.017000
41,9,342,217,19,48,0,0,18.128000
41,10,467,210,28,68,1,3,13.983000
41,11,190,197,34,87,1,-2,12.080000
41,12,228,215,22,46,0,-3,19.485001
42,5,264,221,15,39,0,-2,19.278000
42,7,323,214,17,50,0,0,17.684999
42,9,343,215,18,51,0,0,16.945000
42,10,469,211,28,68,1,2,13.393000
42,11,187,195,37,89,1,-2,11.812000
42,12,229,212,19,47,0,-3,19.584999
43,5,265,219,16,38,0,-2,22.400000
43,7,321,214,21,51,0,0,18.099001
43,9,344,215,21,50,0,0,18.224001
43,10,471,210,28,68,1,3,14.158000
43,11,186,193,37,90,1,-2,12.396000
43,12,229,212,18,50,0,-3,18.951000
44,5,263,220,16,39,0,-2,21.622999
44,7,324,214,18,50,0,0,19.051001
44,9,346,214,18,52,0,0,18.188999
44,10,469,210,25,68,1,3,14.372000
44,11,186,194,33,89,1,-2,12.604000
44,12,226,210,20,49,0,-3,21.318001
45,5,264,217,12,40,0,-2,20.849001
45,7,321,212,22,52,0,0,17.599001
45,9,347,212,19,52,0,0,17.702000
45,10,470,208,28,71,1,2,13.466000
45,11,178,189,41,95,1,-2,12.004000
