1,1,466,139,91,193,1,-1,-1.000000
1,2,389,151,108,209,1,-1,-1.000000
1,6,485,145,16,55,0,-1,-1.000000
1,7,526,138,15,53,0,-1,-1.000000
1,8,545,143,14,47,0,-1,-1.000000
1,9,569,146,12,45,0,-1,-1.000000
2,1,483,139,82,196,1,-1,-1.000000
2,2,403,149,99,210,1,-1,-1.000000
2,6,486,145,18,55,0,-1,-1.000000
2,7,526,137,16,53,0,-1,-1.000000
2,8,545,143,13,47,0,-1,-1.000000
2,9,567,145,12,45,0,-1,-1.000000
3,1,500,140,73,198,1,-1,-1.000000
3,2,419,148,89,213,1,-1,-1.000000
3,6,487,146,20,55,0,-1,-1.000000
3,7,526,137,17,54,0,-1,-1.000000
3,8,544,143,12,47,0,-1,-1.000000
3,9,567,145,12,46,0,-1,-1.000000
4,1,511,140,75,200,1,-1,-1.000000
4,2,434,147,89,215,1,-1,-1.000000
4,6,488,146,20,56,0,-1,-1.000000
4,7,526,137,16,54,0,-1,-1.000000
4,8,548,143,10,48,0,-1,-1.000000
4,9,567,145,13,46,0,-1,-1.000000
5,1,522,140,77,203,1,-1,-1.000000
5,2,450,147,88,218,1,-1,-1.000000
5,6,489,146,21,56,0,-1,-1.000000
5,7,526,137,15,55,0,-1,-1.000000
5,8,551,143,9,48,0,-1,-1.000000
5,9,566,145,13,46,0,-1,-1.000000
6,1,530,140,78,205,1,-1,-1.000000
6,2,457,150,99,218,1,-1,-1.000000
6,6,490,146,19,57,0,-1,-1.000000
6,7,523,137,15,55,0,-1,-1.000000
6,8,547,142,12,48,0,-1,-1.000000
6,9,569,145,13,46,0,-1,-1.000000
7,1,538,141,79,207,1,-1,-1.000000
7,2,464,154,109,214,1,-1,-1.000000
7,6,492,146,18,57,0,-1,-1.000000
7,7,519,137,15,56,0,-1,-1.000000
7,8,543,142,15,49,0,-1,-1.000000
7,9,571,145,13,47,0,-1,-1.000000
8,1,559,142,67,208,1,-1,-1.000000
8,2,486,153,91,216,1,-1,-1.000000
8,6,494,146,18,58,0,-1,-1.000000
8,7,520,137,16,56,0,-1,-1.000000
8,8,543,142,16,49,0,-1,-1.000000
8,9,570,145,12,47,0,-1,-1.000000
9,1,581,142,56,209,1,-1,-1.000000
9,2,509,151,73,218,1,-1,-1.000000
9,3,220,143,58,167,1,-1,-1.000000
9,6,496,146,19,58,0,-1,-1.000000
9,7,522,137,17,56,0,-1,-1.000000
9,8,543,143,18,49,0,-1,-1.000000
9,9,568,145,12,47,0,-1,-1.000000
10,1,589,143,74,210,1,-1,-1.000000
10,2,520,149,92,220,1,-1,-1.000000
10,3,228,142,66,168,1,-1,-1.000000
10,6,497,146,18,58,0,-1,-1.000000
10,7,521,137,16,57,0,-1,-1.000000
10,8,543,143,18,50,0,-1,-1.000000
10,9,569,145,15,47,0,-1,-1.000000
11,1,597,144,92,212,1,-1,-1.000000
11,2,530,147,111,222,1,-1,-1.000000
11,3,236,142,74,170,1,-1,-1.000000
11,6,498,145,17,59,1,-1,-1.000000
11,7,520,137,16,57,0,-1,-1.000000
11,8,543,143,17,50,0,-1,-1.000000
11,9,569,145,19,48,0,-1,-1.000000
12,1,600,143,85,215,1,-1,-1.000000
12,2,543,146,110,223,1,-1,-1.000000
12,3,247,141,69,172,1,-1,-1.000000
12,4,186,130,113,193,1,-1,-1.000000
12,6,501,145,18,59,1,-1,-1.000000
12,7,519,137,16,57,0,-1,-1.000000
12,8,543,143,17,50,0,-1,-1.000000
12,9,570,145,18,48,0,-1,-1.000000
13,1,606,142,78,219,1,-1,-1.000000
13,2,556,144,108,224,1,-1,-1.000000
13,3,258,140,64,174,1,-1,-1.000000
13,4,237,128,79,196,1,-1,-1.000000
13,6,503,145,20,60,1,-1,-1.000000
13,7,518,137,16,58,0,-1,-1.000000
13,8,543,143,16,51,0,-1,-1.000000
13,9,571,145,16,48,0,-1,-1.000000
14,1,629,142,75,223,1,-1,-1.000000
14,2,576,143,93,225,1,-1,-1.000000
14,3,270,140,67,175,1,-1,-1.000000
14,4,252,127,75,199,1,-1,-1.000000
14,6,504,145,19,60,1,-1,-1.000000
14,7,519,136,16,58,0,-1,-1.000000
14,8,544,143,15,51,0,-1,-1.000000
14,9,573,145,15,49,0,-1,-1.000000
15,1,652,141,71,227,1,-1,-1.000000
15,2,596,142,77,227,1,-1,-1.000000
15,3,283,141,70,176,1,-1,-1.000000
15,4,268,125,70,202,1,-1,-1.000000
15,6,506,145,18,61,1,-1,-1.000000
15,7,519,136,17,58,0,-1,-1.000000
15,8,544,143,15,51,0,-1,-1.000000
15,9,574,145,14,49,0,-1,-1.000000
16,1,657,140,77,228,1,-1,-1.000000
16,2,595,144,98,225,1,-1,-1.000000
